OBJECTID,School Name,Address,Address2,City,State,Zip,County,Contact Name,Title,Phone,Email / Contact Page,Institute Type Description,Institute Sub Type Description,Record Type Description,Community Type Description,District Type Description,School District Location,Institute ID,SED Code,x,y
4994,SAWMILL INTERMEDIATE SCHOOL,103 NEW HWY, ,COMMACK,NY,11725,SUFFOLK,MICHELLE TANCREDI,PRINCIPAL,6318583655,mtancredi@commack.k12.ny.us,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,COMMACK UFSD,800000037272,580410030021,645180.087977822,4521071.76525505
4995,OAKWOOD PRIMARY CENTER,264 W 22ND ST, ,HUNTINGTON,NY,11743,SUFFOLK,ANNIE MICHAELIAN,PRINCIPAL,6318123500,amichaelian@shufsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,SOUTH HUNTINGTON UFSD,800000037244,580413030003,631865.37202455,4521388.10772912
4996,CASSADAGA VALLEY MIDDLE/HIGH SCHOOL,5935 RT 60, ,SINCLAIRVILLE,NY,14782,CHAUTAUQUA,RONALD TONELLI,PRINCIPAL,7169628581,rtonelli@cvcougars.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,CASSADAGA VALLEY CSD,800000054440,60401040006,146644.735878778,4686941.76982583
4997,CHAUTAUQUA LAKE SECONDARY SCHOOL,100 N ERIE ST, ,MAYVILLE,NY,14757,CHAUTAUQUA,RACHEL CURTIN,PRINCIPAL,7167535882,rcurtin@clake.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,CHAUTAUQUA LAKE CSD,800000054398,60503040001,127599.032337117,4688314.67488325
4998,CHAUTAUQUA LAKE ELEMENTARY SCHOOL,100 N ERIE ST, ,MAYVILLE,NY,14757,CHAUTAUQUA,MEGAN LUNDGREN,PRINCIPAL,7167535841,mlundgren@clake.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,CHAUTAUQUA LAKE CSD,800000054399,60503040002,127599.032337117,4688314.67488325
4999,PINE VALLEY CENTRAL JUNIOR-SENIOR HIGH SCHOOL,7827 RT 83, ,SOUTH DAYTON,NY,14138,CHAUTAUQUA,KOURTNEY ALMEIDA,PRINCIPAL,7169883276,kalmeida@pval.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,PINE VALLEY CSD (SOUTH DAYTON),800000054384,60601040003,162906.222248045,4695672.02290889
5000,CLYMER CENTRAL SCHOOL,8672 E MAIN ST, ,CLYMER,NY,14724,CHAUTAUQUA,BRIANNE FADALE,SECONDARY PRINCIPAL,7163554444,bfadale@clymercsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,CLYMER CSD,800000054365,60701040003,116923.952339572,4662507.31120865
5001,PAUL B D TEMPLE ELEMENTARY SCHOOL,3470 CEMETERY ST, ,KENNEDY,NY,14747,CHAUTAUQUA,HOLLY HANNON,PRINCIPAL,7162673255,hhannon@falconerschools.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),MEDIUM CENTRAL DISTRICTS, ,FALCONER CSD,800000054318,61101040009,161382.250964239,4674816.42965495
5002,SILVER CREEK HIGH SCHOOL,1 DICKINSON ST, ,SILVER CREEK,NY,14136,CHAUTAUQUA,THOMAS BUCZKOWSKI,PRINCIPAL,7169342603,tbuczkowski@silvercreekschools.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,SILVER CREEK CSD,800000054302,61501040001,158064.156991784,4717378.94843862
5003,SILVER CREEK MIDDLE SCHOOL,1 DICKINSON ST, ,SILVER CREEK,NY,14136,CHAUTAUQUA,ELEANOR PAYNE,PRINCIPAL,7169342603,epayne@silvercreekschools.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,SILVER CREEK CSD,800000057394,61501040002,158064.156991784,4717378.94843862
5004,DERUYTER HIGH SCHOOL,711 RAILROAD ST, ,DERUYTER,NY,13052,MADISON,STEPHEN RAFFERTY,PRINCIPAL,3158523400,srafferty@deruytercentral.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,DE RUYTER CSD,800000050933,250301040001,427095.282158571,4734289.00377983
5005,BROOKFIELD CENTRAL SCHOOL,1910 FAIRGROUND RD, ,BROOKFIELD,NY,13314,MADISON,CARRIE SMITH,PRINCIPAL,3158993323,csmith@brookfieldcsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,BROOKFIELD CSD,800000050962,250109040001,474291.136885708,4740350.58786364
5006,DERUYTER ELEMENTARY SCHOOL,711 RAILROAD ST, ,DERUYTER,NY,13052,MADISON,JENNIFER VALENTE,PRINCIPAL,3158523400,valente@deruytercentral.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,DE RUYTER CSD,800000050934,250301040002,427095.282158571,4734289.00377983
5007,MORRISVILLE MIDDLE SCHOOL HIGH SCHOOL,5061 FEARON RD, ,MORRISVILLE,NY,13408,MADISON,EDWARD WASKIEWICZ,PRINCIPAL,3156849121,ewaskiewicz@m-ecs.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,MORRISVILLE-EATON CSD,800000050947,250401040004,446189.94977361,4754778.87048569
5008,HAMILTON JUNIOR-SENIOR HIGH SCHOOL,47 W KENDRICK AVE, ,HAMILTON,NY,13346,MADISON,MARK ARQUIETT,PRINCIPAL,3158246320,marquiett@hamiltoncentral.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,HAMILTON CSD,800000050942,250701040001,455253.910356751,4741092.50197547
5009,HAMILTON ELEMENTARY SCHOOL,47 W KENDRICK AVE, ,HAMILTON,NY,13346,MADISON,HEATHER THOMAS,PRINCIPAL,3158246330,hthomas@hamiltoncentral.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,HAMILTON CSD,800000050943,250701040002,455253.910356751,4741092.50197547
5010,MADISON CENTRAL SCHOOL,7303 RT 20, ,MADISON,NY,13402,MADISON,LARRY NICHOLS,PRINCIPAL - GRADES 6-12,3158931878,lnichols@madisoncentralny.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,MADISON CSD,800000050889,251101040003,457853.839252973,4749784.61200136
5011,STOCKBRIDGE VALLEY CENTRAL SCHOOL,6011 WILLIAMS RD, ,MUNNSVILLE,NY,13409,MADISON,ANDREA SMITH,PRINCIPAL 7-12,3154954450,asmith@stockbridgevalley.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,STOCKBRIDGE VALLEY CSD,800000050865,251501040001,451255.152364261,4758782.21148505
5012,WHEATLAND-CHILI HIGH SCHOOL,940 NORTH RD, ,SCOTTSVILLE,NY,14546,MONROE,ERIC WINDOVER,PRINCIPAL,5858896245,eric_windover@wheatland.k12.ny.us,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,WHEATLAND-CHILI CSD,800000050691,262001040003,274751.37085783,4767528.19859168
5013,T J CONNOR ELEMENTARY SCHOOL,13 BECKWITH AVE, ,SCOTTSVILLE,NY,14546,MONROE,DANIEL MURRAY,PRINCIPAL,5858896298,daniel_murray@wheatland.k12.ny.us,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,WHEATLAND-CHILI CSD,800000050722,262001040004,276092.518867658,4767298.48624744
5014,CANAJOHARIE SENIOR HIGH SCHOOL,136 SCHOLASTIC WAY, ,CANAJOHARIE,NY,13317,MONTGOMERY,NICHOLAS BOTTINO,PRINCIPAL,5186736330,nicholas.bottino@canjo.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,CANAJOHARIE CSD,800000049949,270301040002,535832.381110672,4749393.21741482
5015,LAKE GEORGE ELEMENTARY SCHOOL,69 SUN VALLEY DR, ,LAKE GEORGE,NY,12845,WARREN,JAMES CONWAY,PRINCIPAL,5186685714,conwayj@lkgeorge.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,LAKE GEORGE CSD,800000036014,630701040002,605126.087953382,4807276.86715855
5016,LAKE GEORGE JUNIOR-SENIOR HIGH SCHOOL,381 CANADA ST, ,LAKE GEORGE,NY,12845,WARREN,FRANCIS COCOZZA,PRINCIPAL,5186685452,cocozzaf@lkgeorge.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,LAKE GEORGE CSD,800000036015,630701040003,604226.771605678,4809232.98408997
5017,HADLEY-LUZERNE JUNIOR-SENIOR HIGH SCHOOL,273 LAKE AVE, ,LAKE LUZERNE,NY,12846,WARREN,BURGESS OVITT,PRINCIPAL,5186962112,ovittb@hlcs.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,HADLEY-LUZERNE CSD,800000035997,630801040001,594092.415418454,4797262.05015047
5018,STUART M TOWNSEND ELEMENTARY SCHOOL,27 HYLAND DR, ,LAKE LUZERNE,NY,12846,WARREN,JON BAKER,PRINCIPAL,5186962378,bakerj@hlcs.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,HADLEY-LUZERNE CSD,800000036027,630801040003,594059.432369026,4799791.55394115
5019,WARRENSBURG ELEMENTARY SCHOOL,1 JAMES ST, ,WARRENSBURG,NY,12885,WARREN,AMY LANGWORTHY,PRINCIPAL,5186239747,langworthya@wcsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,WARRENSBURG CSD,800000035986,631201040002,599103.592928144,4816238.38058817
5020,ARGYLE ELEMENTARY SCHOOL,5023 STATE RT 40, ,ARGYLE,NY,12809,WASHINGTON,DAWN WOOD,PRINCIPAL,5186388243,wood_d@argylecsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,ARGYLE CSD,800000035972,640101040002,623053.401819038,4788738.7813776
5021,FORT ANN MIDDLE/HIGH SCHOOL,1 CATHERINE ST, ,FORT ANN,NY,12827,WASHINGTON,JUSTIN HOSKINS,PRINCIPAL,5186395594,jhoskins@fortannschool.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,FORT ANN CSD,800000035959,640502040001,622130.887436569,4807506.93450333
5022,FORT ANN ELEMENTARY SCHOOL,1 CATHERINE ST, ,FORT ANN,NY,12827,WASHINGTON,MICHELLE DISCENZA,PRINCIPAL,5186395594,mdiscenza@fortannschool.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,FORT ANN CSD,800000085443,640502040002,622130.887436569,4807506.93450333
5023,GRANVILLE ELEMENTARY SCHOOL,61 QUAKER ST, ,GRANVILLE,NY,12832,WASHINGTON,CARA TALMADGE,PRINCIPAL,5186429357,ctalmadge@granvillecsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,GRANVILLE CSD,800000035948,640701040004,640249.821589384,4806824.66648089
5024,SILAS WOOD 6TH GRADE CENTER,23 HARDING PL, ,HUNTINGTON STATION,NY,11746,SUFFOLK,STEPHEN TOTO,PRINCIPAL,6318123600,stoto@shufsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,SOUTH HUNTINGTON UFSD,800000070855,580413030005,634583.121097336,4521557.93698362
5025,COUNTRYWOOD PRIMARY CENTER,499 OLD COUNTRY RD, ,HUNTINGTON STATION,NY,11746,SUFFOLK,MITCHELL LEVY,PRINCIPAL,6318123300,mitchlevy@shufsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,SOUTH HUNTINGTON UFSD,800000037252,580413030009,636607.08913043,4519469.98585465
5026,MAPLEWOOD INTERMEDIATE SCHOOL,19 SCHOOL LN, ,HUNTINGTON STATION,NY,11746,SUFFOLK,WILLIAM HENDER,PRINCIPAL,6318123400,whender@shufsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,SOUTH HUNTINGTON UFSD,800000037245,580413030012,636698.426267306,4522547.64346679
5027,BROOK AVENUE ELEMENTARY SCHOOL,45 BROOK AVE, ,BAY SHORE,NY,11706,SUFFOLK,JOSEPH LEMKE,PRINCIPAL,6319681130,jlemke@bayshoreschools.org,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,BAY SHORE UFSD,800000037241,580501030001,648133.722404103,4510662.38565568
5028,GARDINER MANOR SCHOOL,125 WOHSEEPEE DR, ,BAY SHORE,NY,11706,SUFFOLK,CARLTON BROWN,PRINCIPAL,6319681150,cbrown@bayshoreschools.org,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,BAY SHORE UFSD,800000037242,580501030002,645584.328583612,4509331.35066101
5029,MARY G CLARKSON SCHOOL,1415 E 3RD AVE, ,BAY SHORE,NY,11706,SUFFOLK,LETICIA GARCIA,PRINCIPAL,6319681204,lgarcia@bayshoreschools.org,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,BAY SHORE UFSD,800000037243,580501030003,647128.823898174,4511830.07640557
5030,FIFTH AVENUE SCHOOL,217 5TH AVE, ,BAY SHORE,NY,11706,SUFFOLK,MICHELE STOWERS,PRINCIPAL,6319681140,mstowers@bayshoreschools.org,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,BAY SHORE UFSD,800000037215,580501030004,646883.951531211,4510389.48424672
5031,SOUTH COUNTRY SCHOOL,885 HAMPSHIRE RD, ,BAY SHORE,NY,11706,SUFFOLK,JOHNNA GRASSO,PRINCIPAL,6319681250,jgrasso@bayshoreschools.org,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,BAY SHORE UFSD,800000037216,580501030005,645748.346829408,4507848.69943913
5032,BAY SHORE SENIOR HIGH SCHOOL,155 3RD AVE, ,BAY SHORE,NY,11706,SUFFOLK,STEPHEN GORDON,PRINCIPAL,6319681156,sgordon@bayshore.k12.ny.us,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,BAY SHORE UFSD,800000037217,580501030006,647439.924364385,4510429.30630639
5033,BAY SHORE MIDDLE SCHOOL,393 BROOK AVE, ,BAY SHORE,NY,11706,SUFFOLK,LISETTE LORS,PRINCIPAL,6319681208,llors@bayshoreschools.org,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,BAY SHORE UFSD,800000037228,580501030007,647425.079342139,4511458.53884879
5034,SILVER CREEK ELEMENTARY SCHOOL,1 DICKINSON ST, ,SILVER CREEK,NY,14136,CHAUTAUQUA,STERLING STEARNS,PRINCIPAL,7169342603,sstearns@silvercreekschools.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,SILVER CREEK CSD,800000054303,61501040003,158064.156991784,4717378.94843862
5035,FORESTVILLE ELEMENTARY SCHOOL,12 WATER ST, ,FORESTVILLE,NY,14062,CHAUTAUQUA,LINDSAY MARCINELLI,PRINCIPAL,7169652742,lmarcinelli@forestville.com,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,FORESTVILLE CSD,800000054270,61503040002,156310.440363686,4709886.31021024
5036,FORESTVILLE CENTRAL HIGH SCHOOL,4 ACADEMY ST, ,FORESTVILLE,NY,14062,CHAUTAUQUA,DANIEL GRANDE,PRINCIPAL,7169652711,dgrande@forestville.com,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,FORESTVILLE CSD,800000054271,61503040003,156587.932779533,4710013.60940101
5037,PANAMA HIGH SCHOOL,41 NORTH ST, ,PANAMA,NY,14767,CHAUTAUQUA,SCOTT COSTANTINI,PRINCIPAL,7167824413,scostantini@pancent.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,PANAMA CSD,800000054278,61601040001,129004.723443669,4668230.90878597
5038,PANAMA K-6 SCHOOL,41 NORTH ST, ,PANAMA,NY,14767,CHAUTAUQUA,LAUREN HARPER,PRINCIPAL,7167824166,lharper@pancent.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,PANAMA CSD,800000054279,61601040003,129004.723443669,4668230.90878597
5039,BROCTON ELEMENTARY SCHOOL,138 W MAIN ST, ,BROCTON,NY,14716,CHAUTAUQUA,SANDRA KOPICZAK,PRINCIPAL,7167922102,skopiczak@broctoncsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,BROCTON CSD,800000054156,62301040002,133487.529161547,4701959.94633189
5040,BROCTON MIDDLE HIGH SCHOOL,138 W MAIN ST, ,BROCTON,NY,14716,CHAUTAUQUA,ELIZABETH ANTOLINA,PRINCIPAL,7167922189,eantolina@broctoncsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,BROCTON CSD,800000054157,62301040003,133487.529161547,4701959.94633189
5041,RIPLEY CENTRAL SCHOOL,12 N STATE ST, ,RIPLEY,NY,14775,CHAUTAUQUA,MICAH OLDHAM,PRINCIPAL,7167367223,moldham@ripleycsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,RIPLEY CSD,800000054163,62401040001,111501.943214214,4690281.10383012
5042,SHERMAN ELEMENTARY SCHOOL,127 PARK ST, ,SHERMAN,NY,14781,CHAUTAUQUA,ANN MORRISON,PRINCIPAL,7167616121,amorrison@shermancsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,SHERMAN CSD,800000054167,62601040002,120483.560673958,4677901.21427777
5043,SHERMAN HIGH SCHOOL,127 PARK ST, ,SHERMAN,NY,14781,CHAUTAUQUA,ANN MORRISON,PRINCIPAL,7167616121,amorrison@shermancsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,SHERMAN CSD,800000054168,62601040003,120483.560673958,4677901.21427777
5044,AFTON ELEMENTARY SCHOOL,29 ACADEMY ST, ,AFTON,NY,13730,CHENANGO,TRACY CAEZZA,PRINCIPAL,6076398242,tcaezza@aftoncsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,AFTON CSD,800000054010,80101040002,456406.023083293,4675461.34462141
5045,CANAJOHARIE MIDDLE SCHOOL,25 SCHOOL DISTRICT RD, ,CANAJOHARIE,NY,13317,MONTGOMERY,CHRISTOPHER DEPAOLO,PRINCIPAL,5186736320,chris.depaolo@canjo.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,CANAJOHARIE CSD,800000049950,270301040003,535659.655851828,4749676.37183915
5046,EAST HILL SCHOOL,25 SCHOOL DISTRICT RD, ,CANAJOHARIE,NY,13317,MONTGOMERY,ALICIA DAMBROSIO,PRINCIPAL,5186736310,alicia.dambrosio@canjo.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,CANAJOHARIE CSD,800000049973,270301040004,535659.655851828,4749676.37183915
5047,FONDA-FULTONVILLE K-4 SCHOOL,112 OLD JOHNSTOWN RD, ,FONDA,NY,12068,MONTGOMERY,ERIC ROMANO,PRINCIPAL,5188533332,eromano@ffcsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),MEDIUM CENTRAL DISTRICTS, ,FONDA-FULTONVILLE CSD,800000049923,270601040001,551628.030781842,4756458.21100233
5048,FONDA-FULTONVILLE SENIOR HIGH SCHOOL,112 OLD JOHNSTOWN RD, ,FONDA,NY,12068,MONTGOMERY,AARON GRADY,PRINCIPAL,5188533182,agrady@ffcsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),MEDIUM CENTRAL DISTRICTS, ,FONDA-FULTONVILLE CSD,800000049924,270601040002,551628.030781842,4756458.21100233
5049,FONDA-FULTONVILLE 5-8 SCHOOL,112 OLD JOHNSTOWN RD, ,FONDA,NY,12068,MONTGOMERY,DAVE ZADOORIAN,PRINCIPAL,5188534747,dzadoorian@ffcsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),MEDIUM CENTRAL DISTRICTS, ,FONDA-FULTONVILLE CSD,800000049925,270601040003,551628.030781842,4756458.21100233
5050,HARRY HOAG SCHOOL,25 HIGH ST, ,FORT PLAIN,NY,13339,MONTGOMERY,LAUREN CRISMAN,PRINCIPAL,5189934000,lauren.crisman@fortplain.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,FORT PLAIN CSD,800000049935,270701040001,529883.061195093,4753505.91857806
5051,FORT PLAIN JUNIOR-SENIOR HIGH SCHOOL,1 WEST ST, ,FORT PLAIN,NY,13339,MONTGOMERY,DEBORAH LARRABEE,PRINCIPAL,5189934000,deborah.larrabee@fortplain.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,FORT PLAIN CSD,800000049936,270701040003,530212.530688833,4753283.08524413
5052,OPPENHEIM-EPHRATAH-ST JOHNSVILLE ELEMENTARY SCHOOL,6486 STATE HWY 29, ,ST JOHNSVILLE,NY,13452,FULTON,KYLE OBRIEN,PRINCIPAL,5185682014,kyle.obrien@oesj.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD,800000051627,271201040001,527462.629567863,4767569.06565292
5053,MCCONNELLSVILLE ELEMENTARY SCHOOL,8564 STATE RT 13, ,BLOSSVALE,NY,13308,ONEIDA,HEIDI ALLEN,PRINCIPAL,3152453412,hallen@camdencsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),MEDIUM CENTRAL DISTRICTS, ,CAMDEN CSD,800000041467,410601040002,442892.683832367,4791833.94301598
5054,CAMDEN SENIOR HIGH SCHOOL,55 OSWEGO ST, ,CAMDEN,NY,13316,ONEIDA,CHRISTOPHER CENTNER,PRINCIPAL,3152453168,ccentner@camdencsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),MEDIUM CENTRAL DISTRICTS, ,CAMDEN CSD,800000041470,410601040006,438705.27755717,4799495.5694976
5055,SODUS ELEMENTARY SCHOOL,6264 RT 88, ,SODUS,NY,14551,WAYNE,MICHAEL SERENO,PRINCIPAL,3154835282,msereno@soduscsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,SODUS CSD,800000035785,651201060001,332213.777970298,4788157.71750683
5056,NORTH ROSE-WOLCOTT ELEMENTARY SCHOOL,10456 SALTER RD, ,NORTH ROSE,NY,14516,WAYNE,CHRISTIE GRAVES,PRINCIPAL,3155874005,cgraves@nrwcs.org,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,NORTH ROSE-WOLCOTT CSD,800000035748,651501060002,346703.582684544,4783578.40564433
5057,NORTH ROSE-WOLCOTT MIDDLE SCHOOL,5957 NEW HARTFORD ST, ,WOLCOTT,NY,14590,WAYNE,MARK MATHEWS,PRINCIPAL,3155943130,mmathews@nrwcs.org,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,NORTH ROSE-WOLCOTT CSD,800000035749,651501060004,352493.8713618,4786619.34520144
